date,id,rawContent,replyCount,retweetCount,likeCount,quoteCount,lang,place,hashtags,mentionedUsers,user_id,user_name,user_renderedDescription,user_join_date,user_followers,user_location,user_verified,inReplyToTweetId
2020-03-31 23:59:59+00:00,1245138805314772994,"@LMayolB “Educacion publica, gratuita y de calidad”, “nueva constitución” y “cuarentena”: los slogans que venden los zurdos pero nadie sabe qué significan",0,0,1,0,es,,,"[User(username='LMayolB', id=451661386, displayname='Luis Mayol', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2350594232,Cris_Heijboer,✈️🎾⚖️,2014-02-18 19:49:45+00:00,283,"Santiago, Chile",False,1245138090362122241
2020-03-31 23:59:42+00:00,1245138734279950338,"@andresibarrav Toda la razón, así quieren una nueva constitución #Rechazo #PorChileYORECHAZO #YoRechazo",0,0,1,0,es,,"['Rechazo', 'PorChileYORECHAZO', 'YoRechazo']",,110875264,aliens_machine,"somos 4, rey, reina, príncipe, y princesa👨‍👩‍👧‍👦.Camino por la derecha. #republicano Lo mejor, tu progreso no me da envidia 🇨🇱 #Chile #rechazo",2010-02-03 02:00:38+00:00,2916,Santiago- Chile,False,1245098043982168064
2020-03-31 23:58:50+00:00,1245138516838961153,"@Florencia_Jack la idea de una nueva constitución se viene gestando de hace mas de 8 años porsiacaso, no seas ridícula",0,0,19,0,es,,,,2360523192,MrPabloko,"Ingeniero, quilpueíno, porteño, escéptico, un poco irreverente y me gusta el pastel de choclo. #MarParaQuilpué #ChileFederal",2014-02-25 04:54:34+00:00,162,,False,1245136616613711873
2020-03-31 23:58:38+00:00,1245138465152524288,"@S_riesenberg Se refiere al Congreso?, a.los Príncipes de la Republica que cada uno tiene prácticamente una pyme y no son capaces de sacar una ley con sentido común ?..? Y quieren hacer una nueva Constitución ..., estamos en Pandemia",1,0,1,0,es,,,"[User(username='S_riesenberg', id=99125389, displayname='Sergio Riesenberg', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",234786614,Lautaro67,"Chileno, residente en Perú,casado,papá de Sofía y Francisca,Marino,tratando de ser feliz,luchando por la verdad y la tolerancia,albo,MBA de TU y CEO en iWay",2011-01-06 15:28:27+00:00,858,Lima/Perú,False,1245137055014846470
2020-03-31 23:57:56+00:00,1245138288320622592,"@hejabofe @cganozadurant @julmareky Pregunta 1: Como esta Chile ahora?
Pregunta 2: Como estaria si estuviese gobernado por quienes instigan la nueva constitucion?",2,0,0,0,es,,,"[User(username='cganozadurant', id=180270633, displayname='Carlos Ganoza Durant', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='julmareky', id=740502586696949760, displayname='Milu', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",4893873323,Rikyo_Miota,Matematico UNMSM. ¿Que tan dificil es poner la razon antes que la emocion?,2016-02-10 02:52:16+00:00,123,,False,1245137168009486340
2020-03-31 23:57:08+00:00,1245138090362122241,El caballito de batalla de algunos alcaldes pasó desde la nueva Constitución a la cuarentena. En ambos casos con muy pocos fundamentos técnicos.,2,7,18,1,es,,,,451661386,LMayolB,,2011-12-31 20:43:41+00:00,15764,"Temuco, Chile",False,None
2020-03-31 23:56:43+00:00,1245137982870478850,"@GiorgioJackson @felipekast Oye diputado bolchevique, quieres redactar nueva Constitución, pero una picante ley te quedó grande, y eso que estudiaste en la Católica",0,1,0,0,es,,,"[User(username='GiorgioJackson', id=59215690, displayname='Giorgio Jackson 🌳', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='felipekast', id=16193496, displayname='Felipe Kast', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",754010421309403140,sfmgmcjp,,2016-07-15 17:51:08+00:00,4,,False,1245136181010071552
2020-03-31 23:55:09+00:00,1245137590191296512,"Ayer algún vecino estaba escuchando Miguel Mateos y hoy Los Jaivas.
Apruebo nueva constitución, convención constituyente y a ese vecino.",0,0,3,0,es,,,,45444668,pazpena,"💌 gato.earth (letters on tech&climate).
🌎 @terraforminglat",2009-06-07 22:59:50+00:00,5378,,False,None
2020-03-31 23:55:05+00:00,1245137571891552257,"@senadorquintana @sebastianpinera Pero Si Uds son los weones ineptos, que no saben redactar las leyes. Son pencas, mala clase y resentidos. Y así quieren redactar una nueva Constitución, que Dios nos pille confesados.",0,0,0,0,es,,,"[User(username='senadorquintana', id=76683098, displayname='Jaime Quintana', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='sebastianpinera', id=13623532, displayname='Sebastian Piñera', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",933277394,Joseantonioct,Siempre por la Derecha - - Anticomunista.  Rechazo la NC,2012-11-08 00:25:20+00:00,3830,"Providencia, Chile",False,1245001722981945346
2020-03-31 23:54:19+00:00,1245137380895526913,"@CiudadanxsConst La pandemia deja en evidencia que necesitamos mejores políticos.
Luego de 6 meses de delincuencia y ahora meses de encierro por el virus, nos vamos a meter en la incertidumbre que creará una nueva Constitución
En que momento empezaremos a trabajar para poder recuperar lo perdido",0,1,3,0,es,"Place(id='0034f8903f0001bc', fullName='Lautaro, Chile', name='Lautaro', type='city', country='Chile', countryCode='CL')",,"[User(username='CiudadanxsConst', id=1196082504886898688, displayname='Ciudadanxs Constituyentes', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",3536982622,yanolescreonada,"“Lo que está mal, está mal aunque lo haga todo el mundo. Lo que está bien, está bien aunque no lo haga nadie…”",2015-09-03 19:11:48+00:00,1520,,False,1245135989338595328
