date,id,rawContent,replyCount,retweetCount,likeCount,quoteCount,lang,place,hashtags,mentionedUsers,user_id,user_name,user_renderedDescription,user_join_date,user_followers,user_location,user_verified,inReplyToTweetId
2019-12-31 23:57:08+00:00,1212160794114351106,"@GestazionCL @gabrielboric @GiorgioJackson Pero los 2/3 los debe definir la Asamblea o Convención Constituyente, no la UDI",0,0,0,0,es,,,"[User(username='GestazionCL', id=328281205, displayname='Mauricio', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='GabrielBoric', id=73981088, displayname='Gabriel Boric Font', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='GiorgioJackson', id=59215690, displayname='Giorgio Jackson 🌳', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",340373027,bosco_martinez,"Estado de Bienestar o modelo neoliberal, no hay más.",2011-07-22 16:01:13+00:00,3644,Arica Chile,False,1212152079097245701
2019-12-31 23:49:15+00:00,1212158809407401985,"1: ¿Quiere usted una nueva Constitución?
——  Apruebo
—/— Rechazo

2: ¿Qué tipo de órgano debiera redactar la nueva Constitución?
—— Convención Constituyente
—/— Convención Mixta

#EnAbrilRechazo #NoAUnaNuevaConstitucion #SiAUnaReformaConstitucional",0,1,0,0,es,,"['EnAbrilRechazo', 'NoAUnaNuevaConstitucion', 'SiAUnaReformaConstitucional']",,204965748,profesorGonzai,"No pierdas la esperanza, hasta el último momento. El partido se dará por terminado si desistes.",2010-10-19 21:32:42+00:00,943,"Santiago, Chile",False,None
2019-12-31 23:47:18+00:00,1212158318497718272,"1: ¿Quiere usted una nueva Constitución?
—/— Apruebo
——  Rechazo

2: ¿Qué tipo de órgano debiera redactar la nueva Constitución?
—/— Convención Constituyente
——  Convención Mixta

 #YoAprueboLaNuevaConstitucion",0,0,0,0,es,,['YoAprueboLaNuevaConstitucion'],,4256432236,ilXiMDU8sz6gSYG,"Amicus Plato, magis amica veritas...",2015-11-23 09:58:28+00:00,54,,False,None
2019-12-31 23:22:46+00:00,1212152145690140672,@veneradobendito @marcediazs @v3rdelimon @DiegoNSalman y quiere ser parte de la convención constituyente https://t.co/hYu4PpvY0f,1,0,0,0,es,,,"[User(username='veneradobendito', id=409822792, displayname='SEBI', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='marcediazs', id=37561209, displayname='Marceds', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='v3rdelimon', id=118785982, displayname='🍀Margarita', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='DiegoNSalman', id=26042436, displayname='Diego Navarro Salman 🇨🇱', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",30497685,rbrtndrs,♌️ ENFP-T// él/he // dark and twisty // horror enthusiast// cat dad // no me interesa la gente de derecha,2009-04-11 18:37:33+00:00,4621,"Santiago, Chile.",False,1212151461695672322
2019-12-31 23:08:39+00:00,1212148589813796864,"1: ¿Quiere usted una nueva Constitución?
—/— Apruebo
——  Rechazo

2: ¿Qué tipo de órgano debiera redactar la nueva Constitución?
—/— Convención Constituyente
——  Convención Mixta

#YoAprueboLaNuevaConstitucion",0,0,0,0,es,,['YoAprueboLaNuevaConstitucion'],,142394523,Kyralinaguapa,"Super secre!
De ningún partido político pero con el corazón bien a la izquierda.",2010-05-10 19:35:20+00:00,462,En algún lugar de Chilito,False,None
2019-12-31 23:07:14+00:00,1212148234195472384,"Así es no se dan cuenta lo que implica la convención constituyente =asamblea constituyente por eso 
@votoNo",0,1,1,0,es,,,"[User(username='VotOno', id=103995999, displayname='VotOno', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",335706163,soledad_vallejo,"Nunca olvidar el amor, el respeto y la solidaridad soy parte del 22 % Rechazo",2011-07-15 03:16:03+00:00,947,,False,None
2019-12-31 23:06:59+00:00,1212148172765593600,"Para un #Feliz2020

1: ¿Quiere usted una nueva Constitución?
—/— Apruebo
——  Rechazo

2: ¿Qué tipo de órgano debiera redactar la nueva Constitución?
—/— Convención Constituyente
——  Convención Mixta",0,1,2,0,es,,['Feliz2020'],,181238552,00O0O0O0OO187,"you dance like the june sky 
you magical pink rain and I burn orange",2010-08-21 17:31:48+00:00,1709,Ccp,False,None
2019-12-31 22:54:04+00:00,1212144919848062979,"@matiaswalkerp Y @matiaswalkerp  esta loco o piensa que la Convención Constituyente y la Nueva Constitucion es la salvación?

Iluso personaje.  Como no se da cuenta de que el país está en riesgo?",0,0,0,0,es,,,"[User(username='matiaswalkerp', id=103259570, displayname='Matías Walker Prieto', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='matiaswalkerp', id=103259570, displayname='Matías Walker Prieto', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1325617410,MaraLuisaCanale,"Arquitecto
Patriota 
Amo a mi patria
Muy agradecida del Gobierno Militar.",2013-04-03 23:06:18+00:00,4082,"Malleco, La Araucanía",False,1211809418188382209
2019-12-31 22:49:51+00:00,1212143858689150977,"1: ¿Quiere usted una nueva Constitución?
—/— Apruebo
——  Rechazo

2: ¿Qué tipo de órgano debiera redactar la nueva Constitución?
—/— Convención Constituyente
——  Convención Mixta",0,0,0,0,es,,,,65388667,Ninka_cl,Graphic designer,2009-08-13 15:29:37+00:00,490,"Santiago, Chile",False,None
2019-12-31 22:48:58+00:00,1212143636885979143,@johenriquez93 @tomasbengolea Están preparando el lugar para reunir la convención constituyente. No se moverá una sola hoja sin la aprobación de la guardia pretoriana primera línea.,0,0,0,0,es,,,"[User(username='johenriquez93', id=946356462108008450, displayname='John Henriquez', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='tomasbengolea', id=1345656972, displayname='Tomás Bengolea', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",52229621,Dominguez1979,"Abogado y profesor de Derecho. Lo siento, no debato con bots ni con cuentas anónimas. #DerechosHumanos son universales.",2009-06-29 23:33:28+00:00,2232,,False,1212134312709103616
2019-12-31 22:31:17+00:00,1212139186297458688,"1: ¿Quiere usted una nueva Constitución?
—/— Apruebo
——  Rechazo

2: ¿Qué tipo de órgano debiera redactar la nueva Constitución?
—/— Convención Constituyente
——  Convención Mixta. 👇 https://t.co/CojDVxM8e9",1,5,12,0,es,,,,1189152480548020224,WeCareALoT75,🤟🤟🤟,2019-10-29 12:10:36+00:00,588,"Ñuñoa, Chile",False,None
2019-12-31 22:28:40+00:00,1212138527464591366,"1: ¿Quiere usted una nueva Constitución?
—/— Apruebo
——  Rechazo

2: ¿Qué tipo de órgano debiera redactar la nueva Constitución?
—/— Convención Constituyente
——  Convención Mixta

#YoAprueboLaNuevaConstitucion",0,2,3,0,es,,['YoAprueboLaNuevaConstitucion'],,274686575,Pily_Constanza,"29 Años, Técnico en Educación Parvularia, Madre de Agustín, Geminiana, Bullanguera 🤘,  Loca por Naturaleza, Parte del 38% 🍃 #BeStrong  #YoApruebo ✨",2011-03-30 21:11:14+00:00,2259,My Word 🌎✨,False,None
