id,date,rawContent,replyCount,retweetCount,likeCount,quoteCount,lang,place,hashtags,mentionedUsers,user_id,user_name,user_renderedDescription,user_join_date,user_followers,user_location,user_verified,inReplyToTweetId
1498444251692093442,2022-02-28 23:45:24+00:00,"Grandes empresarios expusieron ante la Comisión de Venecia por proceso constituyente

Sutil presentó una serie de inquietudes de cara al funcionamiento de la CC, como la falta de consensos, y la inquietud de los contrapesos, entre otras
https://t.co/Cx6t1x7Iy2",1,17,18,0,es,,,,1085505375904899072,aprachile,🍀Asociación para la Paz y Reconciliación en La Araucanía Chile 🌲🇨🇱 Buscamos congregar a la mayor cantidad de víctimas directas de los hechos de terrorismo,2019-01-16 11:53:44+00:00,44946,Araucanía ,False,None
1498443939296071681,2022-02-28 23:44:09+00:00,"El proceso constituyente está bajo la lupa del escrutinio público, y a Rojas Vade se le ocurre, después de todo lo que ""falsificó"" para ser electo, decir que tiene que volver; Nancy se digna🤦🏻‍♂️",1,0,1,0,es,,,,142831972,pablofedex,"27, Maipucino🇨🇱, Médico Cirujano UNAB 
Futbolero Objetivo #CC - #LFC 🇬🇧
FPL Manager (21/22: ...)
🏆Los Basuritas 20/21- BR: #74.216",2010-05-11 22:00:05+00:00,230,"Santiago,Chile",False,None
1498441522450153480,2022-02-28 23:34:33+00:00,"Que les gusta dialogar a estos zurdos miserables no???  Rol del gobierno electo, en el proceso constituyente❓❓ Por favor si lo tienen todo programado y cocinado con sus pares zurdos ‼️‼️  🌳🌳🌳 #RechazoPopular #RechazoCrece #RechazoDeTodos",0,1,1,1,es,,"['RechazoPopular', 'RechazoCrece', 'RechazoDeTodos']",,1466209602,gloria_patriota,"Chilena, Libre, dueña de casa, madre de 3 lindos hijos y abuela de 5 maravillas y otro en camino 🥰🥰 #RechazoOtraVez #RepublicanosYEnContra #HayEquipo #Vota2",2013-05-29 02:48:07+00:00,21682,,False,None
1498435726865694721,2022-02-28 23:11:31+00:00,"@Emilia_Aprueba Por NINGUN MOTIVO, lamentablemente representa todo lo negativo por lo que hemos luchado y le hizo mucho daño al proceso constituyente, a el lo perdono pero su error es imperdonable y que vuelva ahora que se ha discutido lo medular de la Constitución no tiene sentido !!!!",0,0,0,0,es,,,,1288156325361393666,TchileChileno,Nacido en Chile,2020-07-28 16:56:36+00:00,88,,False,None
1498435424016113667,2022-02-28 23:10:19+00:00,"👉 Para dialogar sobre el futuro del Proceso. Instancia en la cual se discutió acerca de las labores y el apoyo administrativo, financiero y técnico necesario con tal de favorecer y facilitar todo lo que sea necesario para que el proceso Constituyente sea exitoso. https://t.co/qml6mGCfCw",2,1,27,0,es,,,,433450406,MEQChile,"PhD en Salud Pública, Epidemióloga Ambiental y académica. #Ecologista #Salubrista 💚🌿 Ex-Constituyente Independiente #D17 por APD y @MSC_Movsociales 🏥",2011-12-10 15:47:38+00:00,58943,"Talca, Chile",False,1498435416315375617
1498435397533188097,2022-02-28 23:10:13+00:00,"@ximerincon es responsable de no evitar que rojas vade haga daño al proceso constituyente (único y delicado) que vive nuestro país...pero, ella ha sido consecuente con tomar palco",0,0,0,0,es,,,"[User(username='ximerincon', id=27516672, displayname='Ximena Rincón', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",118852339,isabelbarrosmci,militancia callejera del feminismo 38,2010-03-01 23:02:59+00:00,442,Chile,False,None
1498432989403000835,2022-02-28 23:00:38+00:00,"No a Rojas Vade, solo sería ensuciar el proceso constituyente, ya mintió, por ende ya no hay confianza, que el @Senado_Chile se ponga las pilas haciendo su pega",0,0,0,0,es,,,"[User(username='Senado_Chile', id=418660662, displayname='Senado Chile', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1290445853195476993,ValdovinoAlicia,"Mágica, poderosa, imparable.🌳🌳🌳🌳🌳💕💕💕",2020-08-04 00:34:16+00:00,1299,,False,None
1498432830052913164,2022-02-28 23:00:00+00:00,"🎙️#LosColumnistas | Regreso de Rojas Vade a la CC

María Elina Cruz: “Rojas Vade contribuye a deslegitimar el proceso constituyente, que vuelva es malo. Y si no se ha hecho la ley para que renuncie, que done su sueldo y no vuelva a la constituyente”

▶️https://t.co/zL7LT0pZ53 https://t.co/fwckXfbpoy",0,0,0,0,es,,['LosColumnistas'],,3129768538,Tele13_Radio,"#InformaciónEsencial
Inscríbete a #NotaDeVoz en bit.ly/3TxwPEA
Inscríbete al #RatPack en bit.ly/39f84tV
📱Facebook: Tele13Radio
📷Instagram.com/Tele13_radio",2015-03-30 19:30:32+00:00,153666,Chile,True,None
1498431408834060288,2022-02-28 22:54:22+00:00,Al final el proceso constituyente de Michelle Bachelet a través de cabildos autoconvocados no era tan mal modelo.,0,0,1,0,es,,,,14172923,PamelaMatus_,Periodista Digital. Tengo la mala costumbre de trabajar / Vivo en verde 🌱 🏃🏻‍♀️🏊🏻‍♀️🚵🏻‍♀️,2008-03-18 22:07:43+00:00,14937,#ValdiviaCL,False,None
1498430539115683840,2022-02-28 22:50:54+00:00,"@DanielSamperO La apertura fue un desastre, pero a Gaviria lo reivindica su apoyo al proceso constituyente de 1991.",5,0,4,1,es,,,"[User(username='DanielSamperO', id=134855279, displayname='Daniel Samper Ospina', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1455613782030524427,Herminsoperez,Pensamiento crítico,2021-11-02 19:12:53+00:00,3658,"Bogotá, D.C., Colombia",False,1498400368983740416
1498423579381272577,2022-02-28 22:23:15+00:00,"Q trabaje Rojas Vade ya q encarna  muy bien todo este proceso constituyente. Engaño, Resentimiento, Odio, ocultamiento de  Enfermedades Sexuales,  pero en el pasado  un esforzado y exitoso profesional del aire viajando x el mundo. La historia del Chile del siglo XXI https://t.co/wuYipxey17",0,6,5,0,es,,,,1101339052266131457,MekWarrior21,"Abogado en Derecho de Familia, autodidacta en astronomía/astronáutica, político de ocasión patriota.",2019-03-01 04:31:06+00:00,1154,Punta Arenas,False,None
1498423445012549637,2022-02-28 22:22:43+00:00,@GAMBA_CL No sabía que el proceso constituyente se estaba hundiendo...,1,0,2,0,es,"Place(id='00fb0fc66a6dde3f', fullName='La Florida, Chile', name='La Florida', type='city', country='Chile', countryCode='CL')",,"[User(username='GAMBA_CL', id=168300274, displayname='GAMBA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",243596463,algonz36,"Santiaguino, Ingeniero Comercial, profesor por vocación. Me entusiasman los proyectos, la investigación y la innovación.",2011-01-27 11:50:19+00:00,831,Chile,False,1498420343622434816
1498423400741552130,2022-02-28 22:22:32+00:00,"@mmullor2016 @fernando_atria Cambiar el ""paraíso legal"" del abuso, el descaro y la  corrupción está lejos de ser la destrucción de un país. 
Los q' destruyeron Chile, el 73', son los mismos inescrupulosos y fascistas q' ahora quieren boicotear el proceso constituyente. Todos lo saben. https://t.co/z4og5pFrZk",1,0,2,0,es,,,"[User(username='mmullor2016', id=747436098985525248, displayname='Mónica Mullor/(2)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='fernando_atria', id=2764352584, displayname='Fernando Atria.', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1395885682657308676,Pandemia20212,,2021-05-21 23:34:25+00:00,1087,,False,1498410042235760640
