id,date,rawContent,replyCount,retweetCount,likeCount,quoteCount,lang,place,hashtags,mentionedUsers,user_id,user_name,user_renderedDescription,user_join_date,user_followers,user_location,user_verified,inReplyToTweetId
1575984994983419905,2022-09-30 23:04:37+00:00,"@baradit Ustedes defraudaron con 22.000.000.000 millones a los chile con la convención constitucional, no estuvieron tan lejos!!",16,6,208,0,es,,,"[User(username='baradit', id=10908822, displayname='Jorge Baradit Morales', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2728606834,tinchonilla,Estudiante Derecho UC 🇨🇱| Gremialista siempre,2014-07-29 23:14:32+00:00,158,,False,1575945970499534848
1575975294128730112,2022-09-30 22:26:04+00:00,"Tironi: La imagen de la Convención Constitucional, su texto y la campaña del Apruebo, fueron hechas para perder",1,0,0,0,es,,,,1924980187,otorresg1,"Antropólogo, Mg en Historia de Chile y Doctor en Estudios Latinoamericanos. Director de @casacomun.cl, militante de @la_convergencia. Siempre los DDHH",2013-10-01 23:21:12+00:00,1214,,False,1575975290144104448
1575969749565026304,2022-09-30 22:04:03+00:00,"Sobre la  Convención Constitucional, la propuesta de constitución que ella produjo, el plebiscito del 4 de septiembre y cómo continua el proceso constituyente.
https://t.co/Yke1uCZMxL",253,52,214,25,es,,,,2764352584,fernando_atria,Profesor de @derechouchile. Fui miembro de la Convención Constitucional.,2014-09-07 22:05:39+00:00,200450,,True,None
1575961684824440860,2022-09-30 21:32:00+00:00,"🇨🇱 | ""¿Cómo se explican semejantes diferencias entre los resultados  de los dos plebiscitos? Las causas tienen que ver en buena medida con la configuración de la Convención Constitucional y el texto que emanó""
Por @rdisip 
https://t.co/wJtjhOz2zh https://t.co/jCxEmXUePT",0,0,0,0,es,,,"[User(username='rdisip', id=376018382, displayname='Rodolfo Disi Pavlic', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2990015777,Latinoamerica21,"🌎 Medio de comunicación independiente y plural, especializado en temas políticos, económicos y sociales de América Latina.
Publicamos en: ES | PT | EN",2015-01-21 14:52:16+00:00,2738,América Latina,False,None
1575953155698831361,2022-09-30 20:58:06+00:00,Resumen de la Convención Constitucional https://t.co/ddoYWztlZl a través de @YouTube,0,0,0,0,es,,,"[User(username='YouTube', id=10228272, displayname='YouTube', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2795028877,CvmTito,Mis Amigos  :  AUGUSTITO...GUSTAVITO Y CESARITO..,2014-09-07 00:21:46+00:00,1685,,False,None
1575951218941120512,2022-09-30 20:50:25+00:00,"@baradit Se pierde tanto dinero en el país, hace poco incluso de armo una convención constitucional la que terminó presentando una muy mala propuesta, todo por el ego e infantilismos de los constitucionales.",0,0,1,0,es,,,"[User(username='baradit', id=10908822, displayname='Jorge Baradit Morales', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",3591952043,Luisveganegro1,"Padre de dos lindos hijos, feliz con mi familia.",2015-09-08 22:16:49+00:00,6,"Santiago, Chile",False,1575945970499534848
1575939875450531840,2022-09-30 20:05:20+00:00,"@biobio - Asesoramos una convención constitucional... y nos fue mal.
- Justo lo que necesitamos para acreditar el alza del gasto fiscal, ¡contratados! https://t.co/EdAY8S0oZt",0,12,60,0,es,,,"[User(username='biobio', id=14638581, displayname='BioBioChile', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1459999153422053381,Eli_Cave_Canem,"Mujer, madre. Nada debo, nadie me debe. 
El gasto fiscal, ¡idiota!",2021-11-14 21:39:08+00:00,679,,False,1575937035302469645
1575923439885758464,2022-09-30 19:00:01+00:00,"@desbordes Disculpa, pero no es la forma de tratar a la gente de “TONTA”, por el solo hecho de pensar diferente a ti.
 Si dices que, de acuerdo al art 142 no es modificable, entonces no pueden modificar para realizar una nueva convención constitucional,",0,0,1,0,es,,,"[User(username='desbordes', id=45214422, displayname='Mario Desbordes Jiménez', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",360925604,sanmatol,,2011-08-23 23:58:44+00:00,43,"Santiago, Metropolitana de Santiago",False,1575905957674192896
1575923117792276480,2022-09-30 18:58:45+00:00,"Que curioso, justo cuando se está cocinando una nueva convención constitucional, salen de pantalla Schindler y Dogenweiller...",0,0,2,0,es,,,,78992406,jofsis,Diseñador Gráfico y Artes Visuales. ¡Grande Cobreloa!,2009-10-01 20:07:42+00:00,771,En todas partes,False,None
1575916353965285376,2022-09-30 18:31:52+00:00,"una vez que empiece a funcionar la nueva Convención Constitucional, seguro empiezan los actos terroristas y las encerronas todos los días.",0,0,0,0,es,,,,159745208,Viajero2020_,"Harto viaje.
Si quieren acompañarme en este cuento, tengan presente que hablo de política pero no vivo de ella. 
what if i've been right and lost some storm?",2010-06-26 06:31:06+00:00,7872,,False,None
