id,date,rawContent,replyCount,retweetCount,likeCount,quoteCount,lang,place,hashtags,mentionedUsers,user_id,user_name,user_renderedDescription,user_join_date,user_followers,user_location,user_verified,inReplyToTweetId
1498447680258904069,2022-02-28 23:59:01+00:00,La @ConvencionConstituyente y Rojas Vade son como dos gotas de agua,0,2,3,0,es,,,,1195671152955461635,VicEscudero,"Trabajo en el mundo de las finanzas. Defensora de la vida, la libertad y la Verdad 🙌 Dios, patria y familia 🇨🇱 Dando la batalla cultural #NoAgenda2030",2019-11-16 11:53:33+00:00,750,,False,None
1498447627897032706,2022-02-28 23:58:48+00:00,"@melnicksergio Para SP, el monumento estimado Sergio... no es el General Baquedano.
El gran monumento de SP es la irracionalidad es la Convención Constituyente.",1,0,0,0,es,,,"[User(username='melnicksergio', id=622098575, displayname='Sergio I. Melnick', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1492128473497829376,StickerRight,"Chileno Padre Esposo Hijo Patriota
🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱",2022-02-11 13:28:57+00:00,541,,False,1498432320948170754
1498445805358747650,2022-02-28 23:51:34+00:00,"Desprestigiaron el #INE con su nefasto #Censo y al #SII para evadir impuestos. La #Fiscalía nos insulta con sus clases d ética. Usan el #Minsal para cifras negras y correos truchos. Ahora van contra el #Servel para dañar la #ConvencionConstituyente
Ellos, q se dicen #Republicanos",2,24,30,0,es,,"['INE', 'Censo', 'SII', 'Fiscalía', 'Minsal', 'Servel', 'ConvencionConstituyente', 'Republicanos']",,50202701,jmcanales,"Nací en una #OficinaSalitrera y quedamos re pocos #Pampino #Progresista #LibrePensador y a veces uso humita. Familia, amigos y un Chile mejor, q más pedir… ☀️",2009-06-24 03:37:41+00:00,4524,"Santiago, Chile",False,None
1498444152136081410,2022-02-28 23:45:00+00:00,"📃 #ConvencionConstituyente

Comisión aprobó norma sobre un Estado plurinacional e intercultural: Contiene indicación que agrega ""la unidad del Estado"" como marco

Más detalles ⬇ https://t.co/iQjIaLFe4s",0,1,2,0,es,,['ConvencionConstituyente'],,90227660,24HorasTVN,"¡HOLA! 🖐️ Somos el departamento de prensa de TVN.

Actualidad, señales en vivo, últimos minutos y más ➡️ bit.ly/3FI8NiS
Búscanos en FB, Instagram, Snapchat 📲",2009-11-15 19:23:17+00:00,4236158,"Santiago, Chile",True,None
1498439729888464896,2022-02-28 23:27:25+00:00,Creo que cometí un error al haber votado Convención Constituyente.... ☹️ Quizá los parlamentarios no eran tan malos después de todo...,6,4,40,1,es,,,,372993855,cbrautigaml,Abogada y patagona: “3 pasos para adelante y 1 para atrás”... Aquí OPINIONES PERSONALES,2011-09-13 20:06:27+00:00,6271,Chile,False,None
1498438769094979586,2022-02-28 23:23:36+00:00,"@valenzuelalevi @RenatoGarinG Rojas Vade es un reflejo de la Convención Constituyente, muchos se parecen a él, un weon cara de raja que se aprovecha de la angustia e ignorancia del pueblo.

Todos lo sabemos. Q este o no, complica conunicacionalmente pero igual votara en línea con los otros cara de raja 🤷🏻‍♂️",0,0,1,0,es,,,"[User(username='valenzuelalevi', id=59249598, displayname='Nicolás Valenzuela Levi', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RenatoGarinG', id=934521405311520770, displayname='Renato Garin González', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",736023601246175232,AlmendraEAZ,,2016-05-27 02:37:56+00:00,540,Argentina,False,1498256627459256320
1498435236597682179,2022-02-28 23:09:34+00:00,"Lo del pelado Vade, me huele a quien alguien o algunos vieron la posibilidad de destruir aún más la convención constituyente, y si mintió para tener cargo, igual puede dejarse mojar por los poderes facticos.
No tengo pruebas, pero igual cero dudas.",0,0,1,0,es,,,,1454609644576391171,vamosxtodoymas,La cuenta termo fútbol.,2021-10-31 00:42:27+00:00,259,,False,None
1498434564905127944,2022-02-28 23:06:54+00:00,"Le recomiendo a Rojas Vade no volver a la Convención para no desprestigiarse más de lo que él está. 

#ConvencionCulia 
#ConvencionConstituyente",0,3,6,0,es,,"['ConvencionCulia', 'ConvencionConstituyente']",,1218308361713864704,fachininja,"Amigo de la realidad, por lo tanto enemigo del socialismo. Más progreso, menos progresismo. Más ideas, menos ideologías. Más evolución, menos revolución.",2020-01-17 23:06:49+00:00,8634,,False,None
1498433182022000641,2022-02-28 23:01:24+00:00,"@gdominguez_ @MVM_ing Tener que llegar a solicitarle a Rodrigo Rojas Vade que por favor no vuelva, llega a ser irrisorio,  ya que Vade sabe de sobra que su solo nombre crea ronchas en la Convención Constituyente y si tiene una milésima de ética, debería dar un paso al costado. #LaConvencionSeDefiende",0,0,2,0,es,,['LaConvencionSeDefiende'],"[User(username='gdominguez_', id=772898546328694784, displayname='Gaspar Domínguez', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='MVM_ing', id=1384558560131129348, displayname='good looking and flaite engineer 🍊🌳🤘', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1338675872123990016,Janet90476632,"👨‍👩‍👧🐶 💞 
Qué queremos para 🇨🇱?? Una administración que se ejecute con Probidad, Ética y Trasparecia. No ➕abusos‼ Sin Fascistas ✋
#Aprobe 👌",2020-12-15 02:43:32+00:00,4084,,False,1498308080542658571
1498430775825514498,2022-02-28 22:51:51+00:00,“No podemos aceptar que un personaje de esta calaña pueda acceder a la Convención Constituyente” – Atentos https://t.co/TlJNPPaLzo,0,0,0,0,es,,,,1484342307860082698,diarios_chile,"Diarios de Chile es un sitio web que recopila medios de comunicacion y noticias regionales de todo Chile.
diariosdechile.cl",2022-01-21 01:49:34+00:00,107,chile,False,None
