id,date,rawContent,replyCount,retweetCount,likeCount,quoteCount,lang,place,hashtags,mentionedUsers,user_id,user_name,user_renderedDescription,user_join_date,user_followers,user_location,user_verified,inReplyToTweetId
1557436816407465984,2022-08-10 18:40:47+00:00,"@dhojman Deje de leer después que pusiste una afirmación falsa, votamos Convención Constitucional o se le olvidó?",0,0,0,0,es,,,"[User(username='dhojman', id=117630247, displayname='Daniel Hojman', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1512390421179158531,val_tuitera,,2022-04-08 11:23:03+00:00,4,,False,1557227782245081088
1557434985157603328,2022-08-10 18:33:30+00:00,"Si la mayoría de la Convención Constitucional hubiese sido la Derecha, se imaginan a la Ministra trabajando desinteresadamente por informar a todos los chilenos?

#Nicagando",0,7,7,0,es,,['Nicagando'],,385210576,SarcsmoMultiple,"Padre, Colocolino, Emprendedor, Donante y Anticomunista, el resto es sólo ruido.",2011-10-05 02:33:31+00:00,3527,,False,None
1557433347026014210,2022-08-10 18:27:00+00:00,"Esa es la clase de políticos que tenemos hoy en Chile.

Caldo de cultivo para que crezcan como callampas individuos como los que fueron parte de la extinta convención constitucional",0,0,0,0,es,,,,242817222,RobyFischer,"nacionalista, patriota en resistencia contra globalismo.",2011-01-25 17:28:27+00:00,213,Neu Braunau,False,None
1557432428154609665,2022-08-10 18:23:21+00:00,"@ximerincon Ximena, no seas falta de respeto con el gran trabajo realizado por la Convención Constitucional…
La Nueva Constitución contiene todos los mecanismos para ser modificada, si el pueblo de Chile así lo mandata!!!!",0,0,0,0,es,,,"[User(username='ximerincon', id=27516672, displayname='Ximena Rincón', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",228443703,Pedroingeniero,,2010-12-19 18:51:56+00:00,53,"Talcahuano, Chile",False,1556852864424747012
1557432249636663296,2022-08-10 18:22:38+00:00,@CNNChile El 80% votó tb por una convención constitucional para que la redactara y no por una mixta. Como desprecian la democracia cuando no tienen el sartén por el mango estos indecentes.,1,1,6,0,es,,,"[User(username='CNNChile', id=18248645, displayname='CNN Chile', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",120678746,litask,No tení ni plata pa la Sprite...,2010-03-07 05:59:45+00:00,460,,False,1557425534287626249
1557431786866720774,2022-08-10 18:20:48+00:00,"@nelsonavila @Cooperativa La que se rechaza ésta vez es la propuesta partisana de la convención constitucional, porque en vez de unirnos nos divide más, la del 80 ya fue rechazada en octubre de 2020 no siga con ese cuento, Rechazo por otra oportunidad",0,0,0,0,es,,,"[User(username='nelsonavila', id=63158043, displayname='Nelson Ávila', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Cooperativa', id=7668952, displayname='Cooperativa', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2450971093,dipirindonga35,"chileno, de clase media, trabajador, nadie me regaló nada",2014-04-18 06:41:30+00:00,1994,,False,1557376854536904704
1557425639589720064,2022-08-10 17:56:22+00:00,"@rcastillomurill Acaso fue por obra de arte que se creó una convención constitucional? El terremoto que provocó las movilizaciones que la derecha tuvo que entregar su constitución con tal de que no hubiera un descalabro mayor, no se si lo recuerdas pero fueron por lo menos 2 meses de marchas",0,0,0,0,es,,,"[User(username='rcastillomurill', id=56798495, displayname='Rodrigo Castillo M.', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",211974456,Diegovdmv,,2010-11-04 20:02:48+00:00,19,,False,1557424619333754880
1557423186282631169,2022-08-10 17:46:37+00:00,"“Nosotros, economistas y cientistas sociales de alrededor del mundo, respaldamos el visionario documento que la Convención Constitucional ha producido para asegurar crecimiento sustentable y prosperidad compartida para Chile.”

https://t.co/KD1ckAOU3J",3,49,119,4,es,,,,10908822,baradit,Escritor,2007-12-06 17:01:51+00:00,411289,Saturno,True,None
1557417450605625346,2022-08-10 17:23:50+00:00,"@eugeniotironi Chile es tan republicano e institucional, que canalizó toda esa rabia y odio en un proceso constituyente. Es tan institucional que no le puso ""asamblea constituyente"" sino ""convención constitucional"". Es tan institucional que tuvo que hacer una elección democrática.",0,0,0,0,es,,,"[User(username='eugeniotironi', id=83259753, displayname='Eugenio Tironi', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1370081032691724291,Lad_ManuRoa,Más fracasos que éxitos. No soy fotogenico. Analista en Políticas y Asuntos Internacionales.,2021-03-11 18:36:01+00:00,21,,False,1557158616284667905
1557411352234246144,2022-08-10 16:59:36+00:00,"Pasen a divertirse con este viejo gaga del R3CHAZO, que solo fue a calentar asiento a la Convención Constitucional 
#AprueboSinMentiras",0,0,0,0,es,,['AprueboSinMentiras'],,3433054378,JKPolloProgre,"Amante de la musica  Dance electro, pop House hasta cumbianchero cebollero viejo verde 
Detesto la corrupcion país de donde sea su origen derecha o izquierda jk",2015-08-20 16:46:42+00:00,2456,Chilezuela comuna de Macondo ,False,None
1557410362722553865,2022-08-10 16:55:40+00:00,"""Nosotrxs, economistas y científicxs sociales de todo el mundo, elogiamos la Convención constitucional chilena y el visionario documento que ha producido..."".
Así titula la carta firmada por prestigiosos economistas y científicxs sociales sobre la #NuevaConstitucion 

#Apruebo",0,20,25,0,es,,"['NuevaConstitucion', 'Apruebo']",,1555567216254504965,AbogadxsP,"Por un #Chile más justo, paritario e inclusivo, las abogadas y abogados votamos #Apruebo una #NuevaConstitución",2022-08-05 14:52:05+00:00,1073,Chile,False,None
1557410237241610252,2022-08-10 16:55:10+00:00,"https://t.co/vbu8XJDks0 
Nosotros, economistas y cientistas sociales de alrededor del mundo, respaldamos el visionario documento que la Convención Constitucional ha producido para asegurar crecimiento sustentable y prosperidad compartida para Chile.",0,0,0,0,es,,,,33353465,consuelolaso,santiaguina | feminista | lectora | madre,2009-04-20 00:27:25+00:00,584,Santiago de Chile,False,None
1557408966770102275,2022-08-10 16:50:07+00:00,"*PRESTIGIOSO/AS ECONOMISTAS Y CIENTÍFICO/AS SOCIALES DEL MUNDO, ALABAN NUEVA CONSTITUCIÓN.* 

""Economistas y científicxs sociales de todo el mundo, elogiamos la Convención constitucional chilena 
                     🇨🇱🌎🌈

https://t.co/8KZlAtAbFa",3,27,62,0,es,,,,3254381422,HeliaMolina_M,"💜Mujer, madre de 5️⃣ y abuela de 7️⃣, Médica y Diputada x el #Distrito10
Agradecida de la vida❤️ y de tantas personas espectaculares con las que he caminado🚶",2015-05-14 17:36:42+00:00,50555,Región Metropolitana,False,None
1557396365952487424,2022-08-10 16:00:03+00:00,"¿Conoces el Núcleo Constitucional UAH? Esta es una iniciativa impulsada por la Facultad de @derechouah, que busca incidir en la discusión constitucional tanto en la Convención Constitucional como en la opinión pública.

Conoce su trabajo en: https://t.co/opcfg8ZjdV",0,1,0,0,es,,,"[User(username='derechouah', id=707766734, displayname='Facultad de Derecho', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",188462573,admisionUAH,"Canal de admisión Universidad Alberto Hurtado, déjanos tus preguntas, comentarios y aportes.
admision.uahurtado.cl // admision@uahurtado.cl",2010-09-08 19:58:59+00:00,1936,Chile,False,None
