id,date,rawContent,replyCount,retweetCount,likeCount,quoteCount,lang,place,hashtags,mentionedUsers,user_id,user_name,user_renderedDescription,user_join_date,user_followers,user_location,user_verified,inReplyToTweetId
1477051943335956480,2021-12-31 23:00:00+00:00,"Cinco claves en torno a la Convención Constituyente que podrían mover la aguja de la bolsa en 2022
https://t.co/hFcnhf9JPF",0,2,0,0,es,,,,1154706350,EM_Inversiones,"Ránkings financieros, ideas de inversión y análisis de mercados. Siempre revisa la hora y el día de nuestras publicaciones.",2013-02-06 18:11:21+00:00,30393,"Santiago, Chile",False,None
1477046204110417928,2021-12-31 22:37:11+00:00,@sonarfm @pabloaranzaes @rafa_cavada Feliz que ganara @gabrielboric 🌳 pero para mí el gran hito fue la CONVENCIÓN CONSTITUYENTE 👏🏻👏🏻👏🏻👏🏻 Desde el gran triunfo del APRUEBO a la labor que están realizando en la CC. Orgullosa de nuestra democracia y contenta porque siento que hay más participación ciudadana 💪🏻💪🏻💪🏻💪🏻,0,0,2,0,es,,,"[User(username='sonarfm', id=22491013, displayname='Sonar 105.3FM', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='pabloaranzaes', id=57147715, displayname='pablo aranzaes', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='rafa_cavada', id=310504796, displayname='Rafael Cavada', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='GabrielBoric', id=73981088, displayname='Gabriel Boric Font', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",193716384,NailAnge,"Catdoglover, amo la pintura y la fotografía... Adoro a mi familia
#soydonante #yoamoapuentealto #recicla #reutiliza #mamáfeliz #agradecida #valdiviana",2010-09-22 14:34:06+00:00,293,"Santiago, Chile",False,1476950376825987076
1477041276730048512,2021-12-31 22:17:37+00:00,"La verdad de la Convención Constituyente.
Carol Bown.
https://t.co/mf0ZEAeTmh",0,0,0,0,es,,,,1199881264406441984,GloriaCorts4,"Me aburrí. Señor te lo imploro , aparta al demonio de nuestras vidas y con él desaparezcan todos los comunistas ladrones, asesinos y c de raja.",2019-11-28 02:43:12+00:00,2921,Chile,False,None
1477038289425027072,2021-12-31 22:05:44+00:00,"Actividad económica.
Centro de Estudios del Cobre y la Minería (Cesco) presenta propuesta en materia minera a la Convención Constituyente. https://t.co/guhaDGMcsG https://t.co/lKn1wXe9w4",0,3,1,0,es,,,,194180235,DiarioConst,"Diario Constitucional fue fundado por profesores de Derecho Constitucional, procurando reunir aquellas noticias relacionadas con el derecho público chileno.",2010-09-23 16:34:26+00:00,19997,Santiago de Chile,False,None
1477036854864142341,2021-12-31 22:00:02+00:00,"🇨🇱 | La izquierda propone eliminar el Tribunal Constitucional en la Convención Constituyente de Chile.

https://t.co/n7Tx3EYRJk",21,53,230,5,es,,,,1169664359628509184,laderechadiario,📰 | Noticias. Te contamos lo que ningún otro medio te cuenta. Encuestas @pulsopopular_ | Deportes @lddeportes | Versión Brasil @jornaldireitaOK,2019-09-05 17:32:23+00:00,253758,Argentina,False,None
1477035866115641345,2021-12-31 21:56:07+00:00,"@T13 Tiene toda la razón. Además algunos argumentan que el poder constituido no debería presidir la convención constituyente, en ese  aso el poder constituido corresponde a la administración de @sebastianpinera y por lo tanto candidatos del 25% del rechazo debieran excluirse.",0,0,2,0,es,,,"[User(username='T13', id=24952459, displayname='T13', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='sebastianpinera', id=13623532, displayname='Sebastian Piñera', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",18684871,rembru,"Ingeniero. 
""El sadismo no es una ideología política ni una estrategia sino una perversión moral. Nunca más""",2009-01-06 17:20:19+00:00,3152,"Santiago, Chile",False,1477034929238204422
1477032477562589187,2021-12-31 21:42:39+00:00,"@sebastianpinera Usted provocó efectos devastadores en nuestro país, dio manga ancha a la insurrección, nos legó un Gobierno Radical de Izquierda y una Convención Constituyente ilegítima de origen.",0,0,2,0,es,,,"[User(username='sebastianpinera', id=13623532, displayname='Sebastian Piñera', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",123593453,eduardozagal,"🇨🇱 Patria, Familia y Tradición 🇨🇱",2010-03-16 15:49:29+00:00,119,Santiago de Chile,False,1476949537730088960
1477001388093845506,2021-12-31 19:39:06+00:00,"📃 #ConvencionConstituyente

Hay casi 500 disponibles para patrocinar

Las 10 iniciativas populares de norma con más apoyo de la ciudadanía

Más detalles ⬇ 
https://t.co/BzqbyMgaKm",0,3,4,0,es,,['ConvencionConstituyente'],,90227660,24HorasTVN,"¡HOLA! 🖐️ Somos el departamento de prensa de TVN.

Actualidad, señales en vivo, últimos minutos y más ➡️ bit.ly/3FI8NiS
Búscanos en FB, Instagram, Snapchat 📲",2009-11-15 19:23:17+00:00,4236127,"Santiago, Chile",True,None
1476995802329407494,2021-12-31 19:16:55+00:00,"Convención Constituyente ⚖️ | Revisa nuestro Informativo sobre la CC N°7! #ConvencionConstitucional #ConvencionConstituyente #Chile

📥Descargar aquí: https://t.co/V3NfEAHr3g

📋Si deseas recibir este boletín en tu correo, inscríbete aquí: https://t.co/WEhkHyMX6i",0,0,0,0,es,,"['ConvencionConstitucional', 'ConvencionConstituyente', 'Chile']",,161445559,cdc_cl,#SomosCDC 👋🏽| Centro de Estudios 📖 | Humanismo Cristiano ✌🏼| Democracia 🗳| Comunidad 🙋🏻‍♂️🙋🏽‍♀️| Pluralismo 🙌🏼,2010-06-30 21:50:05+00:00,4459,"Providencia 1017, piso 8",False,None
1476992342762536962,2021-12-31 19:03:10+00:00,"#ConvencionConstitucional
#ConvencionConstituyente
#FelizAnoNuevo
Estoy promoviendo una iniciativa para la Convención Constitucional https://t.co/zM0otMazKk",0,1,1,0,es,,"['ConvencionConstitucional', 'ConvencionConstituyente', 'FelizAnoNuevo']",,221963766,LadyStardust81,"Me falta tiempo para tanta vida 🌻

Perros, pintura, ingeniería, música, moda, libros, plantas #sindromedeehlerdanlos #fibromialgia #disautonomia",2010-12-02 02:47:55+00:00,1712,Chile,False,None
